time,open,high,low,close,Short MA,Mid MA,Long MA,Short MA Forecast 1,Short MA Forecast 2,Short MA Forecast 3,Mid MA Forecast 1,Mid MA Forecast 2,Mid MA Forecast 3,Long MA Forecast 1,Long MA Forecast 2,Long MA Forecast 3,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Plot,Plot,Volume,Volume MA,RSI,Premium Index,Funding Rate
2021-12-14T07:00:00-05:00,47653,47973.77396603,47558,47558,47253.44263009288,48386.60780604922,49082.68764757326,47266.84180907429,47195.18630825433,46971.90059396854,48388.483691106645,48378.451920991676,48347.191920991434,49083.15661883761,49080.64867630883,49072.83367630887,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46407,50592.1341712,379.60687448,290.8141574409976,50.52481913202624,-0.03495,0.010000000000000002
2021-12-14T08:00:00-05:00,47560,47702.43472575,47025,47214,47323.01405866431,48347.04780604921,49075.00414844915,47372.15691580715,47398.95527377005,47291.47202253997,48353.92780604924,48357.67957616388,48342.631920991436,49076.72414844916,49077.66209097779,49073.90017718477,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46407,50592.1341712,258.98793318,284.8234468334976,45.94650382998952,-0.044199999999999996,0.0058000000000000065
2021-12-14T09:00:00-05:00,47211.81283682,47359,46856,47327,47363.44263009288,48302.12780604921,49070.42414844915,47347.29977295,47445.58548723576,47485.783024179975,48299.86780604925,48313.62780604907,48319.25546122105,49069.85914844916,49073.299148449085,49074.706062242185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46407,50592.1341712,182.47685268,283.4756479394976,47.62540934997881,-0.0457375,0.004262500000000002
2021-12-14T10:00:00-05:00,47326,47546,46651,46873.6611874,47272.20792003859,48242.481029797214,49062.317454386146,47336.97060755285,47304.684893267186,47452.113464695685,48251.54780604924,48247.027806049075,48267.66780604884,49064.584148449154,49063.45414844909,49068.614148449116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46407,50592.1341712,289.16059428,213.2083090904976,41.99054893266314,-0.041095,0.008905000000000003
2021-12-14T11:00:00-05:00,46885,47171,46602,46773,47256.922205752875,48179.74102979722,49054.96745438615,47271.30237538142,47400.82775041003,47352.399178981395,48181.75425354525,48199.887806049075,48193.10780604884,49055.47076032315,49060.00414844909,49058.30914844912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,46407,50592.1341712,273.09859744,204.1815641479976,40.83522641368829,-0.04481666666666667,0.0051833333333333315
2021-12-14T12:00:00-05:00,46768,47104.20619166,46571,46642,47148.4936343243,48119.481029797214,49050.71861809771,47167.20792003856,47195.968259295754,47390.25632183854,48122.10102979725,48126.12747729307,48153.32780604884,49051.3736180977,49052.38022997163,49059.18031216067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,46407,50592.1341712,413.71245855,210.27740713849758,39.31905371025594,-0.04522857142857144,0.004771428571428565
2021-12-14T13:00:00-05:00,46644.58357326,46977,46458,46682,47009.951598200016,48054.76102979721,49046.27474455981,47004.237312485704,47041.66588391433,47084.80639279996,48053.961029797254,48059.20102979706,48065.24070104085,49046.0747445598,49047.38474455974,49048.89466237077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,46407,50592.1341712,539.97402461,221.8404997349976,40.05098304021397,-0.042368750000000004,0.007631249999999999
2021-12-14T14:00:00-05:00,46681,47084,46672,46879,46912.951598200016,47986.321029797204,49037.34474455981,46884.80874105713,46873.38016962861,46929.52302677139,47982.38102979725,47980.781029797065,47988.64102979684,49036.359744559806,49035.95974455974,49037.92474455977,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46407,50592.1341712,195.90560206,219.7390389179976,43.65559501395897,-0.026000000000000002,0.010000000000000002
2021-12-14T15:00:00-05:00,46885,47917,46885,47816,46998.951598200016,47932.24102979721,49033.654744559804,46865.09445534285,46808.80874105718,46791.665883914255,47913.501029797255,47905.62102979707,47903.221029796834,49028.9697445598,49026.99974455974,49026.39974455978,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46407,50592.1341712,413.3865265,227.2853196254976,56.92285909992565,0.003187499999999996,0.01
2021-12-14T16:00:00-05:00,47816,48684,47795,48309,47139.23731248573,47893.52102979721,49033.51872103341,47068.80874105714,46801.09445534291,46716.665883914255,47883.66102979725,47846.181029797066,47834.36102979683,49031.0537210334,49021.68372103335,49018.72872103338,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46407,50592.1341712,352.9605603,239.36972038799757,61.993681418117774,-0.02401666666666667,0.009999999999999998
2021-12-14T17:00:00-05:00,48309.75120658,48483,48049,48308,47344.14285714286,47853.88102979721,49033.76372103341,47344.2857142857,47203.42857142862,46801.85714285711,47853.90102979725,47834.181029797066,47777.96102979683,49033.7687210334,49028.838721033346,49014.78372103338,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46407,50592.1341712,155.27990777,242.07506433499762,61.97774447386141,-0.02331875,0.010000000000000002
2021-12-14T18:00:00-05:00,48308,48461,48185,48399,47576.42857142857,47822.30102979721,49030.70372103341,47563.428571428565,47563.71428571433,47352.428571428536,47820.48102979725,47820.52102979706,47790.941029796835,49030.2487210334,49030.258721033344,49022.86372103338,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46407,50592.1341712,159.50734213,245.67560000399763,62.912107947071775,-0.025380000000000003,0.009999999999999998
2021-12-14T19:00:00-05:00,48392,48781,48069.50445652,48168,47794.42857142857,47778.941029797206,49025.69372103341,47827.428571428565,47801.428571428616,47801.85714285711,47783.56102979725,47779.921029797064,47779.981029796836,49026.8487210334,49025.938721033344,49025.95372103339,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46407,50592.1341712,222.64844714,251.5897889364976,58.9517883789604,-0.022525000000000003,0.010000000000000002
2021-12-14T20:00:00-05:00,48168,48198,47993,48102,47997.28571428572,47738.52102979721,49021.023721033416,48006.714285714275,48072.714285714326,48033.71428571425,47739.84102979725,47749.08102979707,47743.621029796836,49021.3537210334,49023.66372103334,49022.29872103339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46407,50592.1341712,63.07288125,250.3281550329976,57.831633453688504,-0.021067857142857145,0.010000000000000002
